"rank","index","po_annotation","re_annotation","match_annotation"
1618,"im20602.jpg","animals; dog; indoor","dog",""
1619,"im15645.jpg","plant_life; sky; structures; tree","","plant_life; structures"
1620,"im1159.jpg","food","",""
1621,"im15918.jpg","indoor; night","",""
1622,"im456.jpg","food; indoor","",""
1623,"im1416.jpg","animals; bird; indoor; night","bird",""
1624,"im3311.jpg","indoor; structures","","structures"
1625,"im8216.jpg","indoor; male; night; people","people",""
1626,"im2302.jpg","animals; dog; structures","dog","structures"
1627,"im11925.jpg","male; people; portrait","male; people; portrait",""
1628,"im21316.jpg","plant_life; sky; structures; tree","","plant_life; structures"
1629,"im22933.jpg","food; indoor","",""
1630,"im20858.jpg","animals; indoor","",""
1631,"im13947.jpg","indoor","",""
1632,"im5875.jpg","indoor; male; people","",""
1633,"im14831.jpg","female; male; people; structures","female; people","structures"
1634,"im364.jpg","animals; structures","","structures"
1635,"im24324.jpg","animals","",""
1636,"im14634.jpg","animals; flower; plant_life","flower","plant_life"
1637,"im7555.jpg","animals; dog; indoor","dog",""
1638,"im7146.jpg","clouds; plant_life; sky; transport; tree","","plant_life"
1639,"im23624.jpg","structures","","structures"
1640,"im17915.jpg","male; people; structures; transport","male; people","structures"
1641,"im22195.jpg","plant_life; structures","","plant_life; structures"
1642,"im6923.jpg","female; male; people; sky; structures; transport","people","structures"
1643,"im3701.jpg","plant_life; sky; transport; tree","","plant_life"
1644,"im23520.jpg","animals; plant_life","","plant_life"
1645,"im15192.jpg","animals; plant_life","","plant_life"
1646,"im6976.jpg","plant_life","","plant_life"
1647,"im12412.jpg","female; night; people; portrait; sky; structures; transport","female; night; people; portrait","structures"
1648,"im24327.jpg","female; male; people; plant_life; sky; structures","female; male; people","plant_life; structures"
1649,"im20059.jpg","animals; dog; indoor","dog",""
1650,"im5962.jpg","animals","",""
1651,"im23329.jpg","plant_life; sky; structures; transport; tree","","plant_life; structures"
1652,"im2226.jpg","animals; dog","dog",""
1653,"im3019.jpg","female; indoor; people; portrait","female; people; portrait",""
1654,"im4391.jpg","female; people; transport","female; people",""
1655,"im22455.jpg","female; people; plant_life; structures","","plant_life; structures"
1656,"im15783.jpg","clouds; plant_life; sky; structures","","plant_life; structures"
1657,"im15606.jpg","animals; dog; indoor; night; structures","","structures"
1658,"im17911.jpg","female; male; people; portrait; structures","female; male; people; portrait","structures"
1659,"im2108.jpg","animals; dog; plant_life","dog","plant_life"
1660,"im22647.jpg","indoor","",""
1661,"im17357.jpg","indoor","",""
1662,"im17237.jpg","animals; dog; indoor","dog",""
1663,"im9045.jpg","indoor","",""
1664,"im14623.jpg","plant_life; sky; structures","","plant_life; structures"
1665,"im17413.jpg","animals","",""
1666,"im4841.jpg","female; indoor; male; people; portrait","",""
1667,"im10882.jpg","indoor; male; people; portrait","male; people; portrait",""
1668,"im15421.jpg","animals; bird; plant_life; structures","bird","plant_life; structures"
1669,"im16587.jpg","male; people","",""
1670,"im2956.jpg","female; indoor; people","",""
1671,"im17547.jpg","animals; bird","bird",""
1672,"im22357.jpg","structures; transport","","structures"
1673,"im6959.jpg","clouds; plant_life; sky; structures; sunset","clouds","plant_life; structures"
1674,"im4832.jpg","indoor; male; people","",""
1675,"im3305.jpg","flower; plant_life","flower","plant_life"
1676,"im20410.jpg","indoor","",""
1677,"im11100.jpg","plant_life; sky; transport; tree","","plant_life"
1678,"im8637.jpg","animals; dog; indoor","dog",""
1679,"im11337.jpg","indoor","",""
1680,"im14118.jpg","animals; plant_life; structures","","plant_life; structures"
1681,"im20505.jpg","male; people; structures","male; people","structures"
1682,"im7346.jpg","car; sky; structures; transport","","structures"
1683,"im13986.jpg","indoor; male; people","male; people",""
1684,"im24544.jpg","flower; plant_life","flower","plant_life"
1685,"im19555.jpg","indoor","",""
1686,"im21572.jpg","male; people; portrait; structures","male; people; portrait","structures"
1687,"im20314.jpg","animals; indoor","",""
1688,"im18210.jpg","animals; car; dog; female; male; people; plant_life; sky; transport; tree","dog","plant_life"
1689,"im996.jpg","animals; plant_life","","plant_life"
1690,"im17194.jpg","male; people; plant_life; structures; transport; tree","male; people","plant_life; structures"
1691,"im21061.jpg","animals; flower; plant_life","flower","plant_life"
1692,"im24315.jpg","flower; plant_life","flower","plant_life"
1693,"im23638.jpg","animals; dog; indoor","dog",""
1694,"im17208.jpg","indoor","",""
1695,"im15362.jpg","animals; flower; plant_life","flower","plant_life"
1696,"im19103.jpg","indoor","",""
1697,"im21377.jpg","food; indoor; people","",""
1698,"im17904.jpg","animals; plant_life; tree","","plant_life"
1699,"im7613.jpg","food; plant_life","","plant_life"
1700,"im20298.jpg","clouds; plant_life; sky; structures; tree","clouds","plant_life; structures"
1701,"im19715.jpg","indoor","",""
1702,"im18824.jpg","animals; sea; water","",""
1703,"im22937.jpg","animals","",""
1704,"im10471.jpg","indoor; male; people; structures","people","structures"
1705,"im5558.jpg","night","night",""
1706,"im17123.jpg","lake; night; river; sky; structures; water","","structures"
1707,"im9086.jpg","food; indoor","",""
1708,"im18195.jpg","indoor; structures","","structures"
1709,"im4121.jpg","animals; dog; plant_life; sky; tree","dog","plant_life"
1710,"im8331.jpg","animals; plant_life; structures","","plant_life; structures"
1711,"im6672.jpg","structures","","structures"
1712,"im403.jpg","flower; plant_life","flower","plant_life"
1713,"im12872.jpg","indoor","",""
1714,"im22793.jpg","flower; plant_life; tree","flower","plant_life"
1715,"im6048.jpg","animals; dog","dog",""
1716,"im11956.jpg","indoor","",""
1717,"im9128.jpg","clouds; plant_life; sky; structures; transport; tree","","plant_life; structures"
1718,"im16331.jpg","plant_life","","plant_life"
1719,"im71.jpg","people","",""
1720,"im16495.jpg","animals; male; people; portrait; sky","male; people; portrait",""
1721,"im288.jpg","animals; flower; plant_life","flower","plant_life"
1722,"im1341.jpg","plant_life; sky; structures; transport; tree","","plant_life; structures"
1723,"im5218.jpg","animals; bird; plant_life","bird","plant_life"
1724,"im22788.jpg","animals; male; people; plant_life; sky; structures; transport; tree","people","plant_life; structures"
1725,"im17763.jpg","animals; dog; indoor","dog",""
1726,"im4487.jpg","female; indoor; people; portrait","female; people; portrait",""
1727,"im5714.jpg","animals; dog","dog",""
1728,"im13812.jpg","female; indoor; people","",""
1729,"im22478.jpg","female; indoor; people","",""
1730,"im23498.jpg","female; flower; people; plant_life","flower","plant_life"
1731,"im18658.jpg","male; people; plant_life; structures; tree; water","male; people","plant_life; structures"
1732,"im1135.jpg","indoor; male; people; portrait","male; people; portrait",""
1733,"im8918.jpg","animals; indoor","",""
1734,"im12211.jpg","indoor; male; people; portrait","male; people; portrait",""
1735,"im9193.jpg","indoor","",""
1736,"im8170.jpg","animals; bird; people","bird",""
1737,"im22585.jpg","animals; dog; structures","dog","structures"
1738,"im8772.jpg","male; people; plant_life","","plant_life"
1739,"im17920.jpg","indoor","",""
1740,"im21880.jpg","food; indoor","",""
1741,"im22061.jpg","animals; dog","dog",""
1742,"im1618.jpg","sea; transport; water","",""
1743,"im7577.jpg","indoor","",""
1744,"im3642.jpg","sky; structures","","structures"
1745,"im21816.jpg","indoor","",""
1746,"im17399.jpg","female; indoor; people","female; people",""
1747,"im1371.jpg","indoor; male; people; portrait","male; people",""
1748,"im5514.jpg","male; night; people; plant_life; sunset","male; people","plant_life"
1749,"im23532.jpg","animals; food","",""
1750,"im14200.jpg","clouds; female; male; night; people; sky","night; people",""
1751,"im11317.jpg","female; male; people; plant_life; structures; transport","female; male; people","plant_life; structures"
1752,"im14823.jpg","food; indoor; plant_life; sky; tree","","plant_life"
1753,"im10974.jpg","car; male; people; structures; transport","","structures"
1754,"im20776.jpg","plant_life; tree","","plant_life"
1755,"im15914.jpg","female; people","",""
1756,"im15921.jpg","animals; flower; plant_life","","plant_life"
1757,"im317.jpg","animals; bird; plant_life; sky; tree","bird","plant_life"
1758,"im24455.jpg","indoor","",""
1759,"im19820.jpg","indoor; male; people","people",""
1760,"im1761.jpg","plant_life; structures; tree","","plant_life; structures"
1761,"im4134.jpg","female; indoor; people","female; people",""
1762,"im14773.jpg","indoor","",""
1763,"im12257.jpg","plant_life; structures; transport; tree","","plant_life; structures"
1764,"im2571.jpg","plant_life; structures; tree","","plant_life; structures"
1765,"im14490.jpg","clouds; sky; structures; transport","","structures"
1766,"im5339.jpg","car; clouds; male; people; plant_life; sky; structures; transport; tree","male; people","plant_life; structures"
1767,"im12920.jpg","indoor","",""
1768,"im18077.jpg","car; female; male; people; sky; structures; transport","car; male; people","structures"
1769,"im18543.jpg","animals; plant_life","","plant_life"
1770,"im17041.jpg","structures","","structures"
1771,"im23555.jpg","car; lake; sea; transport; water","",""
1772,"im16946.jpg","night; plant_life; sky; tree; water","","plant_life"
1773,"im8266.jpg","indoor","",""
1774,"im10562.jpg","indoor","",""
1775,"im4241.jpg","food; indoor","",""
1776,"im20975.jpg","indoor","",""
1777,"im17048.jpg","animals; flower; plant_life","flower","plant_life"
1778,"im17980.jpg","indoor","",""
1779,"im15736.jpg","female; people; plant_life; structures","female; people","plant_life; structures"
1780,"im24060.jpg","animals; bird; food; indoor","bird",""
1781,"im18341.jpg","female; indoor; night; people","",""
1782,"im3017.jpg","clouds; lake; people; plant_life; river; sky; tree; water","","plant_life"
1783,"im24295.jpg","animals; plant_life; sky; tree","","plant_life"
1784,"im14841.jpg","indoor; structures","","structures"
1785,"im2003.jpg","indoor","",""
1786,"im828.jpg","indoor; structures","","structures"
1787,"im22643.jpg","animals; indoor","",""
1788,"im4721.jpg","indoor","",""
1789,"im9997.jpg","animals; plant_life","","plant_life"
1790,"im4305.jpg","animals; dog; plant_life; sky; structures","dog","plant_life; structures"
1791,"im17606.jpg","female; indoor; people; portrait","female; people; portrait",""
1792,"im13817.jpg","car; clouds; sky; structures; transport","car","structures"
1793,"im15953.jpg","indoor; male; people; portrait","male; people; portrait",""
1794,"im7752.jpg","animals; clouds; dog; plant_life; sky; structures; tree","dog","plant_life; structures"
1795,"im4043.jpg","indoor","",""
1796,"im9955.jpg","indoor; water","",""
1797,"im17335.jpg","animals; flower; plant_life","flower","plant_life"
1798,"im18179.jpg","animals; dog; plant_life","dog","plant_life"
1799,"im1703.jpg","flower; plant_life; structures","flower","plant_life; structures"
1800,"im15704.jpg","indoor; structures","","structures"
1801,"im17793.jpg","food; indoor","",""
1802,"im17390.jpg","food; indoor","",""
1803,"im22506.jpg","flower; plant_life","flower","plant_life"
1804,"im23071.jpg","animals; plant_life","","plant_life"
1805,"im12470.jpg","flower; indoor; plant_life; structures; tree","","plant_life; structures"
1806,"im17882.jpg","animals; water","",""
1807,"im2414.jpg","animals; dog; indoor; people","dog",""
1808,"im18217.jpg","flower; indoor; plant_life","","plant_life"
1809,"im5083.jpg","animals; indoor","",""
1810,"im20707.jpg","animals; indoor","",""
1811,"im10480.jpg","animals; dog; plant_life; tree","dog","plant_life"
1812,"im16375.jpg","indoor","",""
1813,"im16197.jpg","sea; sky; structures; water","sea","structures"
1814,"im4939.jpg","flower; indoor; night; plant_life","flower","plant_life"
1815,"im18168.jpg","car; structures; transport","","structures"
1816,"im5470.jpg","car; night; plant_life; sky; structures; transport; tree","car; night","plant_life; structures"
1817,"im13552.jpg","animals; indoor; plant_life","","plant_life"
1818,"im21838.jpg","animals","",""
1819,"im16408.jpg","animals; structures","","structures"
1820,"im23084.jpg","animals; bird; plant_life; structures","bird","plant_life; structures"
1821,"im17354.jpg","male; people; plant_life; structures","","plant_life; structures"
1822,"im5506.jpg","female; indoor; people; portrait","female; people; portrait",""
1823,"im19594.jpg","night; sky; structures","","structures"
1824,"im4957.jpg","animals","",""
1825,"im15710.jpg","flower; indoor; plant_life","","plant_life"
1826,"im21803.jpg","transport","",""
1827,"im19115.jpg","clouds; lake; sea; sky; transport; water","",""
1828,"im7473.jpg","animals; plant_life; tree","","plant_life"
1829,"im4436.jpg","indoor; people","",""
1830,"im20829.jpg","clouds; female; male; people; plant_life; sky; structures; transport; tree","female; male; people","plant_life; structures"
1831,"im11030.jpg","indoor","",""
1832,"im5727.jpg","clouds; plant_life; sky; structures; transport; tree","","plant_life; structures"
1833,"im984.jpg","clouds; sky; structures; sunset","","structures"
1834,"im7412.jpg","sea; sky; structures; water","sea","structures"
1835,"im3113.jpg","animals; dog; female; indoor; people","dog",""
1836,"im7663.jpg","indoor","",""
1837,"im8603.jpg","indoor","",""
1838,"im5472.jpg","animals; bird; plant_life","bird","plant_life"
1839,"im18752.jpg","clouds; sea; sky; transport; water","",""
1840,"im11201.jpg","car; female; male; people; sky; structures; transport","female; people","structures"
1841,"im14153.jpg","animals; dog; plant_life","dog","plant_life"
1842,"im12405.jpg","animals; dog; indoor","dog",""
1843,"im22985.jpg","animals; bird; clouds; sky; structures","bird","structures"
